uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
P25398,OK,True,1,108,5VYC,"4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18, 6G51"
P63244,OK,True,2,108,"4AOW, 5VYC","4UG0, 4V5Z, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC"
P62249,OK,True,1,118,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P08708,OK,True,1,124,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P62266,OK,True,1,115,5VYC,"4CXG, 4CXH, 4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C"
P62979,OK,True,28,116,"2XK5, 3AXC, 3I3T, 3K9P, 3N30, 3N32, 3NHE, 3NOB, 3NS8, 3PHD","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5T2C, 6FEC, 6G18, 6G51"
P62753,OK,True,3,123,"5VYC, 6F4P, 6F4Q","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P62857,OK,True,1,120,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P62244,OK,True,1,120,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P62841,OK,True,1,115,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P62273,OK,True,1,106,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G51"
P62263,OK,True,1,120,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
Q5MNZ6,OK,True,4,1,"6IYY, 6KLR, 8ZQG, 9C9I",9CE3
P46781,OK,True,1,120,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P25451,OK,True,298,41,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P62945,OK,True,1,92,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5LKS, 5OA3, 6G5H, 6IP5, 6IP6, 6IP8"
P62081,OK,True,1,121,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
O75175,OK,True,4,2,"4C0D, 4C0G, 5FU6, 5FU7","9C3H, 9C3I"
P62854,OK,True,1,97,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6G5H, 6IP5"
Q9P0N9,OK,True,4,2,"3QWL, 4Z6Y, 5EJC, 5ULO","7DL2, 9CE3"
P60866,OK,True,1,105,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G51"
Q92574,OK,True,3,2,"4Z6Y, 5EJC, 9C9I","7DL2, 9CE3"
P62847,OK,True,1,121,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P25043,OK,True,287,41,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P61247,OK,True,1,123,5VYC,"4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 6FEC, 6G18"
P43583,OK,True,1,2,4V7O,"9D0T, 9GBK"
P40302,OK,True,298,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P32379,OK,True,299,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2Z5C","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P22141,OK,True,298,41,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P21242,OK,True,298,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P40303,OK,True,298,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P21243,OK,True,298,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P23638,OK,True,298,42,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P25787,OK,True,16,98,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P23639,OK,True,298,44,"1FNT, 1G0U, 1G65, 1JD2, 1RYP, 1Z7Q, 2F16, 2FAK, 2GPL, 2ZCY","3JCO, 3JCP, 4CR2, 4CR3, 4CR4, 5A5B, 5MP9, 5MPA, 5MPB, 5MPC"
P60900,OK,True,16,96,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P62195,OK,True,1,73,3KW6,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J"
O43396,OK,True,1,8,1GH2,"9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O"
P25789,OK,True,16,98,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P43686,OK,True,1,74,2DVW,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J"
O14818,OK,True,16,98,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P51665,OK,True,2,66,"2O95, 2O96","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J"
P60896,OK,True,4,63,"1IYJ, 1MIU, 1MJE, 3T5X","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J"
P25786,OK,True,16,98,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P28066,OK,True,16,98,"4R3O, 4R67, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
Q9V2F3,OK,True,2,7,"5IHE, 6HMF","6HMS, 6T8H, 8PPT, 8PPU, 8PPV, 9F29, 9F2A"
P39516,OK,True,10,31,"5I4L, 5MEI, 5NDV, 5NDW, 5OBM, 5ON6, 5TBW, 5TGA, 6HHQ, 8P4V","6GQ1, 6GQB, 6GQV, 6I7O, 6Q8Y, 6T4Q, 6TB3, 6TNU, 6WOO, 6XIQ"
P39938,OK,True,3,37,"4V88, 5DGE, 5FCI","3J6X, 3J6Y, 3J77, 3J78, 4V8Y, 4V8Z, 4V92, 5JUO, 5JUP, 5JUS"
Q99460,OK,True,3,68,"5V1Y, 5V1Z, 6OI4","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J"
Q9V1Z1,OK,True,3,6,"8AAJ, 8AAS, 9F26","8C5Y, 8C5Z, 8OEJ, 8OEL, 9F29, 9F2A"
P25788,OK,True,17,99,"4R3O, 4R67, 5DSV, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3","5A0Q, 5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I"
P98088,OK,True,7,7,"5AJN, 5AJO, 5AJP, 8OV0, 8UI6, 8UJF, 8V9Q","8QSP, 8QTB, 8QTV, 8R1U, 8R1Z, 9GVJ, 9GVQ"
P14127,OK,True,5,21,"5MEI, 5TBW, 5TGA, 5TGM, 8P4V","5M1J, 5MC6, 6GQ1, 6GQB, 6GQV, 6SNT, 6SV4, 6T7I, 6T7T, 6T83"
Q9UBH6,OK,True,3,19,"5IJH, 8TYU, 8TYV","8X5B, 8X5E, 8X5F, 8YET, 8YEX, 8YF4, 8YFD, 8YFU, 8YFW, 8YFX"
P05317,OK,True,37,56,"4U3M, 4U3N, 4U3U, 4U4N, 4U4O, 4U4Q, 4U4R, 4U4U, 4U4Y, 4U4Z","3J16, 3J77, 3J78, 4V5Z, 4V6I, 4V8T, 4V8Y, 4V8Z, 5APN, 5APO"
P68363,OK,True,4,27,"6J4V, 6J8O, 6S8L, 7PJF","5IJ0, 5IJ9, 5N5N, 6E7B, 6E7C, 6I2I, 6QUS, 6QUY, 6QVE, 6QVJ"
P0CX53,OK,True,4,52,"4V7R, 5DGE, 5DGF, 5TGM","3J16, 3J77, 3J78, 4V4B, 4V5Z, 4V6I, 4V7F, 5JCS, 5JUO, 5JUP"
P0ACE7,OK,True,2,1,"3N1S, 3N1T",8V1Y
P53990,OK,True,8,8,"3FRR, 3FRS, 4U7E, 4U7I, 4U7Y, 4WZX, 7S7J, 8UC6","3JC1, 6E8G, 6TZ4, 6TZ5, 6TZA, 8V2Q, 8V2R, 8V2S"
P10636,OK,True,46,190,"2ON9, 3OVL, 4E0M, 4E0N, 4E0O, 4FL5, 4GLR, 4NP8, 4TQE, 4Y32","5K7N, 5O3L, 5O3O, 5O3T, 5V5B, 5V5C, 6CVJ, 6CVN, 6GX5, 6HRE"
A0A7H0DN89,OK,True,1,18,8XIG,"8HWA, 8HWB, 8HWC, 8HWD, 8HWE, 8HWF, 8HWG, 8HWH, 8WGY, 8WGZ"
C6SUZ2,OK,True,1,2,7CQV,"8JFW, 8JFY"
P0ABB8,OK,True,1,6,3GWI,"8UY7, 8UY8, 8UY9, 8UYA, 8UYB, 8UYC"
P07437,OK,True,2,16,"3QNZ, 3QO0","5N5N, 6I2I, 6QUS, 6QUY, 6QVE, 6QVJ, 7TRG, 7TTN, 7TTT, 7TUB"
