uniprotid,status,has_both,xray_count,em_count,xray_pdbs,em_pdbs
Q15459,OK,True,2,39,"7P0V, 8ID2","5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6QX9, 6Y53, 6Y5Q, 7ABG"
Q6P2Q9,OK,True,31,69,"3E9L, 3ENB, 3LRU, 4JK7, 4JK8, 4JK9, 4JKA, 4JKB, 4JKC, 4JKD","3JCR, 5MQF, 5O9Z, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD"
P83876,OK,True,5,26,"1QGV, 1SYX, 4BWQ, 4BWS, 4CDO","3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 8H6E, 8H6J, 8H6K, 8H6L"
P55769,OK,True,4,27,"1E7K, 2OZB, 3SIU, 3SIV","3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 7MQ8, 7MQ9, 7MQA, 8H6E"
P09661,OK,True,1,48,1A9N,"5MQF, 5O9Z, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7"
Q2TAY7,OK,True,3,6,"6Q8F, 6Q8I, 6Q8J","5O9Z, 6AHD, 8H6K, 8H6L, 8QO9, 8QZS"
O43395,OK,True,3,26,"7N2N, 7N2R, 7N2S","3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 8H6E, 8H6J, 8H6K, 8H6L"
Q9BZL1,OK,True,1,8,4PYU,"6AHD, 7AAV, 7ABF, 7ABG, 7ABI, 8H6K, 8Q7N, 8QO9"
P55081,OK,True,1,11,5F5S,"5O9Z, 6AHD, 7AAV, 7ABF, 7ABG, 7ABI, 8H6K, 8Q7N, 8QO9, 8QPE"
O43447,OK,True,2,9,"1MZW, 1QOI","5O9Z, 6AHD, 8H6K, 8H6L, 8QO9, 8QZS, 8R09, 8R0B, 8RM5"
Q8WWY3,OK,True,3,27,"2OZB, 3SIU, 3SIV","3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 8H6E, 8H6J, 8H6K, 8H6L"
O43172,OK,True,1,24,1MZW,"3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 8H6E, 8H6J, 8H6K, 8H6L"
